,loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score
0,1.7208802250888975,0.31961578130722046,0.04776601120829582,1.6546676527974038,0.3290579319000244,0.0601327046751976
1,1.4119773622241236,0.4479941725730896,0.08419124037027359,1.3532035967672045,0.4573197662830353,0.13581030070781708
2,1.2902106517608898,0.49901121854782104,0.10441205650568008,1.2420051460348362,0.5652366280555725,0.12303715199232101
3,1.2323711919003213,0.5231660008430481,0.11467468738555908,1.1806040171868293,0.5378151535987854,0.13904082775115967
4,1.179597478530784,0.5420472621917725,0.12368199229240417,1.1685096382936615,0.5754091143608093,0.14274857938289642
5,1.1456021582050864,0.5579150319099426,0.13176114857196808,1.109206631298563,0.6028305888175964,0.15919965505599976
6,1.1054435003408887,0.5747951865196228,0.13816091418266296,1.1482328089503575,0.5833702087402344,0.17396067082881927
7,1.0752601806519564,0.5849185585975647,0.14396315813064575,1.0871114349112159,0.5908889770507812,0.16336388885974884
8,1.0558191973876343,0.5943827033042908,0.1470727175474167,1.1410402854635144,0.6085802912712097,0.1811905801296234
9,1.034655323320666,0.6009982228279114,0.15030355751514435,1.0799337941848404,0.6448473930358887,0.1711866557598114
10,1.0170685897631007,0.6106507182121277,0.1532263308763504,1.1980434723630093,0.5992923378944397,0.18202611804008484
11,0.9940202678144624,0.6157124042510986,0.1573038250207901,1.0692306054687668,0.6103494167327881,0.17516738176345825
12,0.9850512333358117,0.6220218539237976,0.1572587937116623,1.0756938072075521,0.6152145266532898,0.1888396441936493
13,0.9685237287060556,0.6267774701118469,0.1607256978750229,1.0596632821957446,0.6174259185791016,0.18189503252506256
14,0.9592563893198013,0.6304972171783447,0.16153348982334137,1.1070983567526782,0.6054843068122864,0.17635953426361084
15,0.9442698558470951,0.6371362805366516,0.16455690562725067,1.2092198993399417,0.5683326125144958,0.18249446153640747
16,0.935621544083068,0.6384075880050659,0.16503486037254333,1.1461393169363427,0.6205219030380249,0.18716609477996826
17,0.9157352552922255,0.6465062499046326,0.16733096539974213,1.1193479670986883,0.6072534322738647,0.19030563533306122
18,0.9114657783308477,0.6493549346923828,0.16828855872154236,1.1261084480445926,0.6267138719558716,0.18982888758182526
19,0.8958854720646159,0.656252920627594,0.1702280193567276,1.0068312863869142,0.6090225577354431,0.1864538937807083
20,0.9000352402563676,0.6537103056907654,0.1696275770664215,1.0991978583637458,0.5807164907455444,0.18492244184017181
21,0.8764921725834703,0.6622563600540161,0.17333966493606567,1.2404238150110292,0.5869084596633911,0.17662368714809418
22,0.8748338412335952,0.6611027121543884,0.17306698858737946,1.0783989051441765,0.6390977501869202,0.18418215215206146
23,0.8639857180206797,0.6684010028839111,0.173786923289299,1.1483879123098921,0.6280406713485718,0.18677321076393127
24,0.8565841433927607,0.6720265746116638,0.17519965767860413,1.1598988393406486,0.6382131576538086,0.1808832585811615
25,0.8451677513488527,0.6730624437332153,0.1760319620370865,1.254533828385685,0.6187527775764465,0.17686495184898376
26,0.8390872841815803,0.6762877702713013,0.17671796679496765,1.1986393455065019,0.5687748789787292,0.18659453094005585
27,0.8307934499345982,0.6804783940315247,0.1780894547700882,1.1134612245245457,0.6262715458869934,0.19003337621688843
28,0.8265328522579001,0.681584894657135,0.17877371609210968,1.114368998229319,0.6147722005844116,0.1927739381790161
29,0.8179288767906151,0.6835153698921204,0.1797644942998886,1.2169708742182215,0.63511723279953,0.19306989014148712
30,0.8050358774175033,0.690130889415741,0.1808149516582489,1.1668598392483198,0.6413091421127319,0.18981674313545227
31,0.8011299147479266,0.6922732591629028,0.1806609332561493,1.2558489054349184,0.5961963534355164,0.19296576082706451
32,0.7967212612946185,0.6928853988647461,0.18175742030143738,1.1737988591457773,0.6603273153305054,0.19004471600055695
33,0.7922709463724635,0.6932856440544128,0.18183104693889618,1.2378102974362313,0.5966386795043945,0.19543974101543427
